age,float,dollar
44,439571018730.7008,$3609.61
52,-72917431458.2016,$6151.92
39,-289482415590.6048,$7347.28
26,-592566064408.1664,$7756.60
65,-104178069064.9088,$7500.25
58,-84942698158.4896,$2262.25
26,-467474771974.5536,$5259.20
39,804868657564.8768,$4748.98
40,-14289293698.6624,$5737.57
62,-628961926814.1056,$5122.73
28,564489385043.5583,$9411.44
41,122719569549.7216,$2407.75
32,-67429646467.072,$5396.52
18,-704786734042.3168,$7172.05
32,559077699826.4832,$1378.58
43,-294859730164.1216,$8986.81
65,90826256836.1984,$7889.33
27,669739430549.9136,$8197.33
35,-288420662345.728,$9331.44
28,-109961311734.9888,$3964.66
20,-700217347696.2303,$9251.39
58,-28605744676.864,$2321.73
43,-657742122241.2288,$9862.11
58,154561507911.2704,$4988.84
57,-475942500905.7792,$8213.24
59,643245885358.08,$1734.34
29,-639401467681.1776,$2296.25
34,875674623960.6783,$4084.41
65,-558024700513.4847,$8480.87
24,-714880303969.0752,$6560.21
24,-846661143861.6576,$2686.24
35,371093349911.7568,$6986.19
26,-543302256427.008,$3925.21
45,-688833187912.0896,$5149.25
35,835346222809.088,$13.60
52,365141847284.1216,$4665.46
38,-470350667395.8912,$9144.17
63,686539712285.9008,$6601.32
48,-541288355908.8128,$3916.51
28,-395793474466.6112,$3447.88
56,573485402501.9392,$6184.62
35,827814776196.3008,$2227.62
58,-282850594757.0176,$7993.85
20,-543029544458.6496,$5154.29
42,342197564499.5584,$8173.04
30,714194842707.5583,$693.18
60,675614737773.3632,$7734.23
48,39141900078.2848,$2273.03
46,-289627833368.576,$4671.00
43,-858670427327.6927,$5505.27
25,223305418565.2224,$4216.80
53,-767321126102.6304,$549.87
45,-386538368139.264,$2423.17
34,-357678021659.8528,$4449.08
64,749904548436.3776,$1663.15
45,825296111743.7952,$7545.02
65,145121369862.9632,$3913.14
35,28290902602.5472,$399.58
45,748277600144.5887,$7108.54
24,890674513287.5776,$9962.80
24,-673169925367.3984,$5017.01
35,-808218919960.576,$3961.11
61,642621635769.1392,$5593.43
41,759134218826.5472,$4413.26
61,-526275974266.88,$9121.38
57,-14031896811.9296,$8915.64
64,700637692454.5024,$4703.60
27,-497945254297.6,$745.75
35,215461312593.92,$5032.37
60,-747690995272.9088,$3434.12
56,-268388550259.5072,$592.02
18,-608888893000.9088,$556.86
58,700202582907.2896,$957.83
60,730233821777.1008,$9890.72
51,771668507099.136,$6465.53
24,-732733255765.1968,$9410.66
21,625592642830.336,$5294.17
57,-268190522068.1728,$3132.71
32,-46115081473.2288,$1417.12
44,-784175755532.6976,$9006.87
36,-544028158748.2624,$6595.77
39,484127667545.7024,$451.10
19,332854531299.7376,$8976.34
49,419698846780.6208,$4918.44
35,-816997665760.8704,$9383.07
59,219813237699.3792,$2605.21
48,-17118920913.7152,$3688.96
55,480865168444.6208,$5903.37
33,-873809781456.896,$9214.70
36,749968919258.7264,$2664.68
49,719427564103.2704,$883.11
42,-119305460200.2432,$8794.11
33,-545262542415.4624,$7090.37
28,437439183192.064,$4923.59
52,-337040745326.1824,$716.14
22,-248119185270.3744,$4350.74
55,181489171955.712,$9944.16
59,791208777062.8096,$3867.59
48,512630600604.0576,$5597.09
62,-811600595176.6528,$920.32
62,-284174320454.8608,$4268.78
45,-128392121601.2288,$1318.22
26,-525617475669.1968,$5350.49
39,763854218015.5392,$7119.42
63,202798407247.4624,$1945.85
19,-862321622227.3536,$910.80
51,-124363767755.5712,$5599.48
61,613015861225.0624,$4739.49
18,18172838779.2896,$7021.10
63,-7933160272.6912,$5740.29
51,-497429310865.408,$2402.14
28,-549711530426.368,$763.21
47,362841889361.1008,$6778.71
42,-785104671814.4512,$8401.23
28,147908328842.8544,$7376.35
41,-760380135571.456,$7000.22
36,469732788115.8656,$953.54
36,-815238593957.0688,$8127.29
43,392830060698.0096,$1774.47
49,376531849314.304,$8431.48
51,-395599543271.424,$5687.17
48,-137167303920.8448,$6230.36
51,151923616592.6912,$2535.68
30,-792314353234.7393,$503.68
64,352807699034.9312,$3291.62
30,308937775225.2416,$1522.99
20,-435297086288.6912,$4641.36
64,-110553142709.4528,$1348.87
49,-663973944465.8176,$9493.87
58,-279620213958.2464,$745.44
52,744105830462.2592,$3329.56
18,899741066356.3264,$3936.39
34,-597819152085.8112,$656.36
32,183848623144.96,$4989.00
50,152420275453.952,$2476.25
43,827199469282.9185,$2080.90
21,-330352355075.6864,$7078.76
21,-368097533467.0336,$520.29
42,-439831149045.3504,$1099.14
59,146802856689.664,$8568.20
49,-143148510609.408,$6863.95
39,292969996982.6816,$5656.39
55,-431130530545.664,$5598.83
23,-166384490879.3856,$5774.45
26,853129589424.128,$111.49
39,-774607774259.6096,$6163.83
28,432397378545.2544,$9096.94
45,467309192177.2544,$4515.67
32,-162141204538.9824,$4269.16
62,-635442856303.0016,$8075.97
44,811053993898.8032,$8204.91
29,-328120556270.3872,$9789.22
33,677184658630.2465,$3342.62
35,501513709420.544,$3493.98
55,-359224449381.1712,$3036.04
61,-105956956438.528,$6447.51
27,819428806413.5168,$4613.79
42,-474002021679.104,$1306.70
28,58101958547.8656,$3435.89
58,-212733589349.9904,$443.37
26,-440126284601.7536,$1026.46
32,313544534078.2592,$3215.70
54,373875690962.944,$6127.47
52,9302932717.568,$3802.34
62,158604660939.1616,$9518.31
62,12626991618.4576,$5999.37
32,-864622853121.6384,$3151.17
61,419649515054.6944,$6555.96
42,-369665208274.1248,$8759.94
44,630164570505.216,$1471.79
18,-513729623595.4176,$6410.79
18,77974977327.9232,$7510.52
59,692241571617.1776,$5130.35
26,798025103651.6353,$2716.10
40,-26226347474.944,$5939.28
20,-715165821147.5457,$4348.96
31,-525623905956.6592,$5338.12
63,841057850254.9504,$5789.94
31,-804273230813.5936,$6911.34
62,-539181145128.96,$9646.67
34,830163105769.0624,$3685.63
50,-237277817916.6208,$7869.68
50,306883215124.0704,$1671.87
25,-125078499386.9824,$2532.53
58,-803185331535.872,$3730.48
32,-749289163928.3712,$4932.13
26,737020338189.1072,$7556.82
56,-688222647405.7728,$3541.03
29,665800916179.3536,$8026.61
41,805100402507.776,$3404.36
55,-660946529812.48,$4221.50
52,117027502240.5632,$9066.16
33,59653807407.104,$6515.52
26,77111281215.0784,$2021.95
46,-510173677145.2928,$8584.51
18,-421751685539.4304,$8783.18
56,-218032296375.0912,$1000.17
54,-119312902573.2608,$8058.72
60,374134828066.4064,$8874.47
26,-159897219602.8416,$104.23
58,-150622158874.2144,$4422.09
40,-378940690949.7344,$4462.20
37,-136489092513.792,$3901.66
64,765436501164.032,$7903.90
46,-875277112573.952,$8211.76
26,-669094003920.0768,$7457.88
52,-689509955639.7056,$6364.85
64,-156313619687.0144,$8621.47
61,148633064308.736,$1690.31
25,759840078246.7072,$3452.67
32,350189132133.1712,$8631.73
48,-19687398598.2464,$7305.07
47,591115400196.9152,$2161.46
28,478452987304.3456,$8809.14
47,405237244362.752,$8000.21
39,-804425085170.4832,$5891.68
31,108375027639.9104,$784.42
36,827557596155.0848,$853.38
65,615480917019.8528,$2372.74
25,-642623159559.7823,$6410.35
20,-508518620305.8176,$5375.06
38,-605763020836.0448,$8681.03
21,-655010438735.4624,$3357.28
29,-500530994479.104,$5046.93
56,-495048040906.752,$7999.22
39,-205532764202.5984,$8308.71
23,89518468235.264,$6637.44
59,649628504555.52,$6595.32
58,-889569545289.728,$6619.32
24,-641012433997.0048,$9430.97
27,-111610189106.3808,$8368.41
22,-694669101812.9408,$6496.02
64,50282519697.8176,$8888.24
35,-195791608505.9584,$9635.75
42,751417714907.5457,$4920.90
37,676525353467.904,$5660.09
21,32803461582.0288,$3834.23
29,66098125235.8144,$7805.14
39,208902781770.1376,$2678.81
35,-43130324149.8624,$1552.55
20,-744930960788.6848,$5294.28
53,-277097121998.4384,$2404.03
56,-464936156476.2112,$6579.65
53,393918919632.4864,$3058.02
64,-435926979733.0944,$8578.87
64,-65524025262.08,$6114.35
37,-486338378648.7808,$2135.63
53,752997652181.8112,$5580.37
26,-196638667911.9872,$2195.36
59,-730879111253.1968,$8585.72
44,-133164222015.0784,$5868.69
24,-104209414776.4224,$8178.10
43,369381481224.6016,$7105.30
35,-858960468482.4576,$8394.70
33,-596774233099.4688,$9200.82
48,-150656256888.0128,$6181.34
43,2324889285.4272,$6877.55
18,-376472289778.0736,$4491.65
18,-67162165215.232,$4188.04
53,100079146054.4512,$9374.49
49,-526369188059.5456,$7409.46
21,457849087983.616,$8749.02
34,532837748545.9456,$9505.70
52,491494530088.96,$3565.13
24,253002439773.3888,$5644.92
24,188280174595.2768,$1031.81
25,760242433215.6927,$1190.00
27,-628737179228.5696,$7348.15
22,-469664627320.4224,$9665.00
41,-138425011273.728,$2038.28
27,588525439706.7264,$1565.97
55,216895997345.792,$4669.35
40,-294112657512.8576,$2003.88
23,459515370038.8864,$3598.01
28,-32626197292.6464,$699.60
65,85822322979.6352,$1219.23
65,-247187282644.1728,$7279.32
65,-783409577826.7136,$6683.70
40,268026334779.8016,$342.07
55,839505891085.5168,$6217.59
31,635166106897.6128,$4270.58
37,-900566902164.6848,$410.46
58,-274281128368.5376,$5354.90
22,-345901057756.3648,$8994.19
32,58165656603.8528,$2124.86
62,876697615545.1392,$559.14
54,-115158761970.0736,$9007.93
36,-739753915842.56,$7939.31
57,-798654175431.8848,$8893.50
19,-77111218719.9488,$4577.29
58,-470863760379.0848,$8989.68
29,372725848526.0288,$8537.47
23,-830082246298.8289,$7705.00
57,-227456188625.7152,$6575.98
40,-106544588495.2576,$6569.42
38,271853385102.1312,$3762.34
60,890061744347.5457,$9192.26
27,482740991216.8448,$9896.94
43,384784580319.6416,$7953.28
49,-136940165162.5984,$3253.57
44,-582582122682.7776,$2184.73
49,-532320418896.2816,$7198.50
19,-785785867468.8,$3854.92
32,581838273773.568,$2504.33
37,816319768507.1873,$8723.90
19,-707481229590.528,$5245.55
30,775576550689.9968,$7873.18
42,344242438694.5024,$8990.38
32,-224935023109.7344,$2904.37
27,746373276657.2544,$5295.07
43,-326205843911.4752,$8428.57
55,72226059583.488,$786.68
55,725116334270.0544,$878.71
50,696565957342.0032,$9232.40
54,435086035202.8672,$1507.02
58,-627619048665.9072,$8964.99
63,-797759702355.1488,$8063.54
28,252816968489.3696,$4104.97
58,-115434628055.04,$7892.34
54,477430748597.4528,$3752.97
42,362646083731.456,$463.74
56,190078884669.0304,$9574.73
56,-144550553609.8304,$8856.38
49,-233387247796.224,$354.81
20,-793068687065.088,$4782.84
43,-497417118023.68,$6655.11
27,-3492978622.464,$5997.18
19,-19129276406.1696,$9823.98
44,-590814195902.0544,$9717.37
32,409242404126.72,$3576.43
54,742912254436.9664,$9959.49
23,574323455478.9888,$9777.12
51,225307832143.0528,$5173.86
41,177601224533.6064,$5243.85
47,32543366499.5328,$3338.33
57,391527833324.7488,$2086.88
59,-92762850459.648,$6986.56
46,494149777856.9216,$4032.62
33,401709675734.6304,$9776.91
56,-308993876557.824,$8804.18
34,889027230590.5664,$7615.19
37,303984373504.4096,$9367.19
63,-82240268245.4016,$2681.81
40,-896073827405.0048,$8122.98
52,703652587949.2607,$4313.80
63,315008118423.552,$7243.00
39,-445630111966.8224,$4963.99
24,491969667556.9664,$7483.90
37,-573314452737.2288,$8499.73
33,-173299820658.688,$3204.61
56,816824025769.5743,$3647.99
55,849595010016.8704,$9062.78
36,-520667728445.44,$515.64
31,261626227012.4032,$6476.69
30,648076153218.6624,$9820.67
36,-450152569503.744,$3033.29
58,-31081087002.2144,$1231.61
50,-328313560524.3904,$7848.26
59,522870412489.5232,$2378.27
36,299572521022.2592,$2308.22
50,148783820596.8384,$9956.70
45,520605167884.6976,$1354.75
49,11804059107.328,$587.69
63,561372766352.1792,$5759.73
34,410502636870.0416,$8676.23
50,421056821906.6368,$2180.84
19,454302850508.3904,$4701.70
27,766305933407.0272,$7596.62
52,7325423658.5984,$6931.83
44,325690831195.3408,$9029.60
47,816265126792.3969,$2608.85
23,-184372460676.7104,$7457.86
26,893435672264.704,$4066.35
18,-293514743119.872,$2694.17
26,678400539964.2112,$9493.76
60,211840378339.328,$3979.81
53,-900202340810.752,$3138.39
50,314647611283.8656,$6194.86
59,-627615717969.1008,$1151.31
34,70709422325.76,$4494.38
55,-781439545953.4847,$1163.36
33,-788020860656.0256,$1956.33
53,-274988934365.184,$5456.02
39,-733049768011.3665,$4563.47
34,783761922850.816,$5883.11
57,700794642471.3217,$1506.67
39,629481161936.0768,$5252.47
59,-815677130250.6497,$8199.69
62,-615045584755.0977,$9394.24
32,-534435103087.0016,$209.89
65,252699090092.032,$4507.40
48,-314218432901.9392,$5160.43
26,748094723876.4543,$3584.15
23,-559591973925.6832,$6591.94
65,718407940544.9216,$555.48
60,-372552620415.3856,$9039.92
49,-456981416090.0096,$4253.71
19,-492312290603.8272,$2628.99
20,-101267833199.0016,$9866.41
51,56663954843.2384,$6967.77
44,-629044554183.4752,$5605.18
64,95265193197.568,$8326.83
31,-767009256950.9888,$3046.46
55,-470324651386.4704,$3437.73
34,591624995130.5728,$6494.48
25,763448309212.7744,$4672.59
32,-555437149650.944,$2503.24
65,28315256828.7232,$9291.96
60,-886234382388.4288,$6049.18
58,-218673876408.7296,$7214.48
37,-554912566791.3728,$4162.58
30,-461822105537.7408,$836.02
42,-803757878778.2656,$7822.22
27,706913436172.288,$936.98
45,-308968587840.7168,$3171.99
45,-73389644657.4592,$8145.31
51,-887616642954.0352,$70.64
27,195132684605.8496,$6498.04
48,798473994004.0704,$1956.46
23,135432618639.36,$6132.48
43,-377525301673.984,$1302.92
22,92176308083.0976,$8462.29
19,55800636217.7536,$9142.36
61,-33601938364.8256,$2893.82
47,30489293776.4864,$8798.08
31,-513051711242.24,$5303.75
33,-755524923765.5552,$5946.06
49,592346414999.1425,$5033.33
52,357724987798.3232,$8554.08
51,-55078888354.6112,$3143.51
61,656976758230.2208,$8115.09
60,140808684149.1456,$3565.19
54,181323141690.1632,$5545.25
26,-402218618034.5856,$3521.53
46,-700219760679.3217,$2766.23
31,-198447245924.7616,$2029.97
37,-692558091413.0944,$1750.43
36,810336613983.8464,$1692.04
45,238130643232.3584,$4525.43
18,321772637808.2304,$1249.64
62,676505747613.2864,$8620.73
52,726172287631.36,$1719.01
53,-896136031869.3376,$8302.48
22,-374074149070.4384,$7992.66
20,-826014844741.2224,$4520.55
62,-86107547815.1168,$6852.82
46,782923558236.9792,$4249.92
33,63394332173.9264,$8880.65
65,-591889401118.72,$7847.10
26,157217137360.896,$3420.71
37,-859853223572.2751,$4935.42
33,-794366603532.6976,$7738.21
54,715425787884.3392,$7918.61
21,501014723559.424,$7599.55
34,659365388772.9664,$8494.67
50,673664494626.4064,$2540.42
35,804553893924.0448,$3082.28
