age,float,dollar
56,826602314058.9568,$6556.38
62,-671936399854.7968,$4294.69
55,445492342082.7648,$3669.95
27,719192488882.9952,$4687.57
51,-517435457273.856,$1637.09
19,-528005157460.3776,$3650.26
52,-114125939356.4672,$794.55
29,-226060868675.1744,$5762.01
29,288963838135.5008,$2319.81
28,-88040974319.616,$5838.48
30,-260815221004.6976,$6203.29
30,-195448690599.5264,$1114.20
57,848761385805.4144,$2178.54
33,894652303959.6544,$347.38
48,-688521567482.6752,$6579.86
34,-298499124808.9088,$8665.76
51,151142967699.0464,$7314.20
24,738288134520.832,$5226.60
58,740415250628.608,$7123.84
61,-665299420446.72,$2199.13
23,-546463797372.5184,$3634.63
37,820647230334.5664,$4935.63
43,412006538123.6736,$1510.82
53,446943137575.7312,$3316.40
56,432816321147.6992,$7790.21
54,-243941033535.0784,$7061.78
64,-222666567345.7664,$1079.78
39,444061941392.9984,$3830.49
35,119833590182.7072,$4375.61
52,866058910669.2096,$9913.44
47,287625180715.4176,$622.85
65,749058523765.1456,$1435.15
23,435695941530.4192,$6684.59
63,237947782902.5792,$3388.46
21,854269538756.1984,$6667.23
48,459879145799.68,$9214.82
29,-367257223954.432,$7387.90
39,149032436288.7168,$6279.62
19,343937093363.3024,$485.60
51,-719637737321.2672,$277.52
38,76537614093.5168,$1564.87
30,243520954695.68,$9192.11
58,395720086310.0928,$8276.67
65,850631352490.3936,$442.43
39,405009665202.5856,$8635.28
31,281745716936.704,$9216.71
22,358813544742.912,$6787.68
35,234891054678.016,$4590.14
60,-494388901419.4176,$5038.00
56,476880306176,$6566.30
27,-409713930298.9824,$94.05
26,-405247600518.7584,$1923.43
38,717364607424.9216,$8825.80
52,25521584865.28,$6649.24
23,511476353309.0816,$6111.57
50,-844235998966.5792,$7779.15
56,527615394211.4304,$8704.56
40,642848561456.7424,$5230.63
49,712903006303.0272,$6744.55
49,-644092239701.6064,$1382.96
55,818909866151.1168,$8439.64
27,-267384618850.7136,$3831.22
36,-158628810063.872,$5649.31
65,11981081385.3696,$8394.29
60,-54444343846.5024,$4351.70
46,-801471166047.8464,$2177.34
34,563030994504.9088,$6395.84
18,891766317042.8928,$3776.87
53,-853733744102.6049,$746.11
39,-684614112352.6656,$3968.37
61,452565158330.368,$7704.80
55,-171073065084.5184,$2416.45
20,261648293245.7472,$2921.29
52,524512002257.7152,$6249.87
33,770643804238.6432,$613.46
20,277163367255.2448,$5365.92
56,-575876123066.368,$3897.28
55,709972348370.944,$388.50
65,-56950710599.68,$2456.49
41,-651824385857.9456,$7826.90
29,274437731935.8464,$6032.41
25,-806803758854.9633,$1394.39
44,305894489744.9984,$7697.29
28,671748854487.4496,$4686.85
32,880763784816.2303,$5903.12
43,801441339513.2416,$7585.20
26,-723770178692.7104,$4705.53
55,-483500211830.784,$5200.86
46,-642223215896.1664,$4128.59
57,-237141164556.288,$329.59
22,145974935053.9264,$2631.85
55,-273602255939.1744,$6820.17
60,-496094224475.7504,$2471.94
48,-623724236426.4448,$4534.64
29,-271979340890.112,$5903.45
32,-524863080602.0096,$5671.94
45,-684144947154.1248,$2633.98
32,25716718986.8544,$2728.18
47,-356273203288.4736,$8276.91
44,597258330439.68,$1851.97
52,-145611619408.2816,$2591.38
48,766971035516.928,$2920.28
21,125700935778.304,$6030.34
26,-22454699294.72,$1383.51
31,809289006868.0704,$9714.65
51,303773879422.1568,$7270.35
54,343234333114.368,$2759.99
53,-495640285020.16,$2519.99
62,-559326411148.4928,$3997.59
36,-491054472521.3184,$7314.82
30,-620511704488.3456,$9534.54
34,-336589686099.1488,$7719.78
58,221596080301.6704,$8440.24
62,-440239880614.7072,$4952.15
33,496558616136.9088,$7309.80
45,145371340734.464,$2811.84
30,-698419535622.9633,$8429.53
35,669317628690.432,$8811.20
55,-66761187655.68,$6805.23
36,661259844740.7104,$2732.25
57,400674351638.1184,$9694.43
34,815590320740.7616,$133.52
20,670173970930.0736,$8360.84
42,-254905752852.8896,$7803.12
54,-584991332997.5295,$5024.15
32,812165889209.1392,$150.79
46,-133460675002.368,$3662.95
23,195063023088.4352,$4458.44
58,701472047313.7152,$4968.07
43,-714245293893.2224,$4643.90
27,755375121681.6128,$3148.95
36,-347542762448.4864,$6277.02
63,472577484206.8992,$1117.01
52,-317097729903.8208,$5316.30
34,279081838549.4016,$7903.68
30,-439883652923.392,$2786.43
31,758875002450.7393,$3129.63
59,360404109544.6528,$671.64
22,352021710792.2944,$2425.98
29,483601818425.7536,$6425.74
38,679516950023.3728,$5962.61
31,-471549883921.2032,$980.66
46,-246554994252.1856,$1704.91
25,-885624633347.2769,$2857.73
44,-559060845015.8593,$4269.61
58,-510812785056.1536,$7064.05
64,-192144493825.2288,$2160.62
58,-609495284921.1392,$4024.29
64,326723814870.2208,$2261.77
53,670576996987.6992,$3689.45
46,-66018453173.0432,$4415.62
44,-638696572950.9376,$7581.67
24,441940137371.2384,$6720.78
24,126540288150.7328,$9840.79
34,-716006947291.136,$6898.05
60,578282122221.9775,$5862.00
65,-766972126874.8289,$8322.63
27,-521731932841.5744,$8984.31
33,827880367561.1136,$9871.27
29,601054138230.3744,$1662.47
55,500714117372.3136,$7668.86
62,678716367699.968,$8887.66
39,246542755273.1136,$6636.32
18,292643315646.464,$8447.76
26,406680849560.3712,$6193.93
46,-197478914090.5984,$939.81
60,-854772360308.3264,$5095.90
34,-348345015782.6048,$4479.30
22,253955828560.6912,$3966.12
39,216012809882.8288,$2057.97
20,-657304149662.1056,$5266.80
19,546488033738.752,$444.90
60,-777102480428.2368,$668.82
65,39545727667.4048,$9943.09
58,-306366675261.8496,$4789.15
25,450446406503.6288,$2535.99
63,-553578270608.5887,$7520.56
59,-896899875445.1456,$4636.92
19,843870247269.1711,$6136.82
39,327558381541.7856,$8843.33
40,765948723409.7152,$6780.42
53,8129077051.392,$9579.54
36,-78203337467.4944,$2105.99
46,728159517828.7104,$8545.57
48,-445680103456.768,$2560.78
50,-563494744856.9856,$8183.78
33,24332783216.2304,$6565.73
26,403037422511.7184,$5002.26
36,-611893054432.8704,$5334.86
43,-571643491516.416,$1968.05
19,345805301376.6144,$1975.31
42,467326102352.6912,$927.38
38,372695741811.9168,$5069.87
39,795976985581.9775,$287.57
31,-462406578025.2672,$1456.91
33,427816445699.6864,$4876.97
40,-279549385166.0288,$5866.12
41,712207695137.9968,$5959.90
63,147153245909.8112,$1746.48
63,440391616692.224,$3011.05
46,29857687378.3296,$4240.84
61,472654707215.5648,$2158.41
44,476054471625.9328,$5351.24
58,-257937693160.2432,$6884.99
36,339500567468.4416,$4164.85
22,183587547434.1888,$8235.74
62,-468144455522.7136,$7965.19
37,737533096466.8416,$8281.05
55,524868039108.1984,$6524.68
33,-165485128083.0464,$2421.81
34,-662765462303.5392,$5608.85
32,-784848038710.4768,$611.61
24,-473907547078.656,$6699.26
26,-383446137647.9232,$4101.37
52,-891493905806.1312,$74.91
35,712756771055.2064,$5692.99
42,746620230985.3184,$8678.99
48,-266920333305.4464,$4115.09
22,-399110614024.192,$2004.39
61,-647474733226.3936,$6960.03
46,775689977672.4991,$6150.03
27,-51495893257.4208,$7941.46
44,637166130561.024,$3403.94
62,-360863928575.5904,$4571.43
52,211196033001.0624,$5922.31
49,169576150702.4896,$8746.46
53,839828037959.68,$3464.98
35,798710441600.6144,$586.97
37,116112504337.2032,$9420.46
18,630903954997.248,$4335.39
26,404800764116.992,$7162.67
64,611998279453.9008,$3580.20
40,-236114262622.208,$5711.96
19,-163148077832.6016,$2830.75
63,597930307013.8368,$2474.29
28,-714494298397.0815,$4177.49
48,326821337471.3856,$4983.35
19,-147275667157.8112,$5155.89
23,-395607536775.9872,$1847.57
51,-357489990592.1024,$3092.57
18,-543036068279.0912,$7854.92
34,856283398589.6448,$7744.19
41,321080719835.136,$3481.56
59,625173138610.5856,$1680.05
27,-584843985000.8575,$9299.73
19,818040686824.6528,$2825.82
28,632959951228.1088,$8793.10
21,507665221628.7232,$8835.56
40,457903621904.7936,$4151.14
63,597752789807.9232,$3384.22
65,586034170770.2272,$3895.05
31,211535384910.2336,$9192.49
25,23281008640,$8706.20
23,-225261592877.4656,$4288.95
26,-335831474634.752,$2200.74
45,-812846227547.7504,$1509.27
36,-875793507313.2544,$1460.90
39,39274612051.1488,$2191.53
21,651009787009.4336,$1604.79
49,-44106376019.968,$3067.26
25,899007052670.5664,$5529.91
62,155900477807.0016,$6182.58
24,354905393777.8688,$7446.70
34,743530155527.3728,$614.22
57,-448051717708.1856,$8138.74
32,-413467966177.28,$1769.64
28,372923753824.256,$2856.04
57,-134653203709.952,$6422.32
61,-263547466966.6304,$8930.27
35,648980822228.992,$8437.14
26,-618693594500.3008,$255.95
65,874057517603.2256,$9231.47
22,-173432750735.36,$9559.19
24,523846189632.7168,$3472.59
63,798106875802.4192,$539.06
44,52513989250.2528,$8230.04
41,718132078234.8289,$6375.21
58,502195360576.3072,$9005.58
47,-333658159946.1376,$8487.81
40,651681497245.2864,$9784.92
41,415450992423.7312,$788.68
30,-50898180610.4576,$2279.60
39,-349653431431.9872,$8639.00
56,-689530753515.52,$3962.19
57,341313939990.1184,$599.13
32,639637564214.4768,$5278.16
22,289808987036.0576,$2564.79
50,-465320038891.52,$5452.62
39,-378164184770.1504,$1458.77
19,670156348981.248,$8642.13
52,576182537106.2272,$7769.08
40,493998983820.0832,$7778.17
34,662011282404.1472,$1249.45
23,-427076160271.1552,$637.71
18,183165286717.8496,$6974.97
51,-134381330602.3936,$4949.16
60,-874356192732.7744,$2516.77
53,-744312963648.7168,$4768.09
40,552539425393.8688,$3662.82
54,128846747664.384,$3883.20
56,288734327917.7728,$2780.56
27,837574246740.7872,$288.45
30,437635711919.7184,$6761.10
36,61894723790.4384,$7160.75
34,520573569676.0832,$2315.07
55,884244538720.256,$4592.43
57,178657177894.912,$8268.56
43,740461376228.5568,$6630.18
45,552636782739.456,$7028.88
59,169557970072.3712,$5285.93
63,167464090048.9216,$1910.49
49,-276922646501.7856,$3643.05
43,879096207559.8848,$6504.82
31,-442835177937.3056,$6688.35
28,-665860219024.1792,$2012.35
57,-481836385121.0752,$8257.07
48,135666549653.504,$959.11
34,157570192900.096,$4812.90
